,player,season,as,played_for,pos_1,pos_2,all_nba_team_label,2p,3p,ft,trb,ast,stl,blk,2p%,ws,ortg,per,blk%,usg%
4688,Dikembe Mutombo,1992-93,0,1,C,NA,NA,4.9,0.0,4.1,13.0,1.8,0.5,3.5,51.0,8.8,110,17.2,5.7,16.3
4689,Larry Nance,1992-93,1,1,F,C,NA,6.9,0.0,2.6,8.7,2.9,0.7,2.6,55.1,10.7,120,19.8,4.4,19.1
4690,Ken Norman,1992-93,0,1,F,NA,NA,6.4,0.1,1.7,7.5,2.2,0.8,0.8,52.1,5.2,109,15.7,1.5,19.9
4691,Charles Oakley,1992-93,0,1,F,C,NA,2.7,0.0,1.5,8.6,1.5,1.0,0.2,50.9,7.3,112,12.6,0.5,12.3
4692,Hakeem Olajuwon,1992-93,1,1,C,NA,first,10.3,0.0,5.4,13.0,3.5,1.8,4.2,53.2,15.8,114,27.3,6.5,28.8
4693,Shaquille O'Neal,1992-93,1,1,C,NA,NA,9.0,0.0,5.3,13.9,1.9,0.7,3.5,56.3,10.4,108,22.9,5.7,27.0
4694,Billy Owens,1992-93,0,1,F,G,NA,6.6,0.0,3.2,7.1,3.9,0.9,0.8,51.0,2.2,107,16.9,1.4,23.1
4695,Robert Parish,1992-93,0,1,C,NA,NA,5.3,0.0,2.1,9.4,0.8,0.7,1.4,53.5,6.8,113,19.2,3.1,20.2
4696,Gary Payton,1992-93,0,1,G,NA,NA,5.7,0.1,1.8,3.4,4.9,2.2,0.3,50.5,7.8,113,17.0,0.6,19.8
4697,Sam Perkins,1992-93,0,2,F,C,NA,4.5,0.3,3.2,6.6,2.0,0.8,1.0,49.0,6.9,116,16.5,2.2,18.8
4698,Tim Perry,1992-93,0,1,F,C,NA,3.4,0.1,1.8,5.0,1.6,0.5,1.1,49.1,2.0,103,12.0,2.5,16.6
4699,Chuck Person,1992-93,0,1,F,NA,NA,5.4,1.5,1.4,5.6,4.4,0.9,0.4,46.2,0.0,97,12.2,0.6,22.9
4700,Dražen Petrović,1992-93,0,1,G,NA,third,7.3,1.1,4.5,2.7,3.5,1.3,0.2,52.900000000000006,8.4,116,17.3,0.3,23.6
4701,Ricky Pierce,1992-93,0,1,G,NA,NA,6.3,0.5,4.1,2.5,2.9,1.3,0.1,50.3,7.7,116,19.2,0.2,26.3
4702,Scottie Pippen,1992-93,1,1,F,G,third,7.5,0.3,2.9,7.7,6.3,2.1,0.9,49.1,8.6,108,19.2,1.6,23.9
4703,Terry Porter,1992-93,1,1,G,NA,NA,4.4,1.8,4.0,3.9,5.2,1.2,0.1,47.199999999999996,8.8,115,17.0,0.2,21.1
4704,Mark Price,1992-93,1,1,G,NA,first,4.7,1.6,3.9,2.7,8.0,1.2,0.1,51.2,9.8,120,22.1,0.3,24.5
4705,Glen Rice,1992-93,0,1,F,NA,NA,5.3,1.8,3.0,5.2,2.2,1.1,0.3,46.300000000000004,6.3,109,15.0,0.5,22.7
4706,Pooh Richardson,1992-93,0,1,G,NA,NA,4.5,0.0,1.2,3.6,7.7,1.3,0.2,49.6,4.0,109,14.5,0.3,16.3
4707,Mitch Richmond,1992-93,1,1,G,NA,NA,7.2,1.1,4.4,3.4,4.9,1.2,0.2,49.5,3.1,109,15.6,0.3,23.9
4708,Doc Rivers,1992-93,0,1,G,NA,NA,2.3,0.5,1.7,2.5,5.3,1.6,0.1,47.699999999999996,6.5,112,14.6,0.3,15.6
4709,Alvin Robertson,1992-93,0,2,G,NA,NA,3.0,0.6,1.2,3.9,3.8,2.2,0.3,49.6,3.4,104,13.2,0.6,15.6
4710,Stanley Roberts,1992-93,0,1,C,NA,NA,4.9,0.0,1.6,6.2,0.8,0.4,1.8,52.7,3.2,103,14.7,4.9,21.3
4711,David Robinson,1992-93,1,1,C,NA,third,8.2,0.0,6.8,11.7,3.7,1.5,3.2,50.6,13.2,113,24.2,5.1,26.4
4712,Dennis Rodman,1992-93,0,1,F,NA,NA,2.7,0.2,1.4,18.3,1.6,0.8,0.7,47.199999999999996,5.5,107,13.6,1.2,10.7
4713,Sean Rooks,1992-93,0,1,C,NA,NA,5.1,0.0,3.3,7.4,1.3,0.5,1.1,49.4,1.5,102,14.7,2.5,21.0
4714,Mike Sanders,1992-93,0,1,F,G,NA,3.7,0.0,1.1,3.2,1.4,0.7,0.6,50.0,2.0,104,11.8,1.5,18.2
4715,Detlef Schrempf,1992-93,1,1,F,C,NA,6.2,0.1,6.4,9.5,6.0,1.0,0.3,49.3,10.4,117,19.2,0.6,22.1
4716,Byron Scott,1992-93,0,1,G,NA,NA,4.3,0.8,2.7,2.3,2.7,0.9,0.2,48.1,3.3,112,14.4,0.5,20.7
4717,Dennis Scott,1992-93,0,1,F,NA,NA,4.1,2.0,1.7,3.4,2.5,1.1,0.3,44.6,2.8,105,13.2,0.6,22.5
4718,Rony Seikaly,1992-93,0,1,C,NA,NA,5.8,0.0,5.5,11.8,1.4,0.5,1.2,48.4,6.5,109,18.0,2.2,23.1
4719,Brian Shaw,1992-93,0,1,G,NA,NA,2.3,0.6,0.9,3.8,3.5,0.7,0.3,41.5,1.8,102,11.3,0.8,17.1
4720,Lionel Simmons,1992-93,0,1,F,G,NA,6.8,0.0,4.3,7.2,4.5,1.4,0.6,44.7,3.8,104,15.5,0.9,23.0
4721,Scott Skiles,1992-93,0,1,G,NA,NA,4.3,1.0,3.7,3.7,9.4,1.1,0.0,51.2,8.0,115,15.2,0.0,18.1
4722,Charles Smith,1992-93,0,1,F,C,NA,4.4,0.0,3.5,5.3,1.8,0.6,1.2,47.0,6.6,108,14.9,3.0,21.5
4723,Doug Smith,1992-93,0,1,F,NA,NA,4.7,0.0,0.9,5.4,1.7,0.8,0.9,43.7,-0.9,91,10.3,2.2,21.7
4724,Kenny Smith,1992-93,0,1,G,NA,NA,3.5,1.2,2.4,2.0,5.4,1.0,0.1,55.400000000000006,8.2,121,17.1,0.2,18.3
4725,Steve Smith,1992-93,0,1,G,NA,NA,4.7,1.1,3.2,4.1,5.6,1.0,0.3,46.400000000000006,3.5,110,16.1,0.7,22.5
4726,Rik Smits,1992-93,0,1,C,NA,NA,6.1,0.0,2.1,5.3,1.5,0.3,0.9,48.6,2.7,103,14.8,2.3,25.8
4727,Felton Spencer,1992-93,0,1,C,NA,NA,1.5,0.0,1.2,4.6,0.2,0.3,0.9,46.5,1.1,101,8.2,3.2,12.1
4728,Latrell Sprewell,1992-93,0,1,G,NA,NA,4.9,0.9,2.7,3.5,3.8,1.6,0.7,48.8,4.0,106,13.6,1.2,19.3
4729,John Starks,1992-93,0,1,G,NA,NA,5.1,1.4,3.3,2.6,5.1,1.1,0.2,46.9,7.5,108,16.3,0.3,26.5
4730,John Stockton,1992-93,1,1,G,NA,second,4.5,0.9,3.6,2.9,12.0,2.4,0.3,51.300000000000004,10.6,118,21.3,0.5,19.9
4731,Isiah Thomas,1992-93,1,1,G,NA,NA,5.9,0.8,3.5,2.9,8.5,1.6,0.2,43.9,3.7,102,15.4,0.4,25.1
4732,Otis Thorpe,1992-93,0,1,F,C,NA,5.3,0.0,2.1,8.2,2.5,0.6,0.3,56.00000000000001,6.0,112,14.6,0.5,17.9
4733,Sedale Threatt,1992-93,0,1,G,NA,NA,6.2,0.2,2.2,3.3,6.9,1.7,0.1,52.1,7.1,113,16.5,0.2,19.2
4734,Wayman Tisdale,1992-93,0,1,F,C,NA,7.2,0.0,2.3,6.6,1.4,0.7,0.6,51.0,4.5,108,15.7,1.3,23.0
4735,Tom Tolbert,1992-93,0,1,F,C,NA,3.0,0.1,1.7,5.7,1.3,0.5,0.3,50.9,2.7,104,10.4,0.7,15.3
4736,Clarence Weatherspoon,1992-93,0,1,F,NA,NA,6.0,0.0,3.5,7.2,1.8,1.0,0.8,47.0,3.3,102,15.0,1.5,22.4
4737,Spud Webb,1992-93,0,1,G,NA,NA,4.4,0.5,4.0,2.8,7.0,1.5,0.1,46.6,3.9,108,14.4,0.2,19.7
4738,Doug West,1992-93,0,1,G,F,NA,8.1,0.0,3.1,3.1,2.9,1.1,0.3,52.5,4.3,109,14.2,0.4,22.1
4739,Mark West,1992-93,0,1,C,F,NA,2.1,0.0,1.0,5.6,0.4,0.2,1.3,61.4,3.4,110,11.4,4.0,11.9
4740,Dominique Wilkins,1992-93,1,1,F,G,second,8.7,1.7,7.3,6.8,3.2,1.0,0.4,49.0,10.5,119,24.3,0.6,31.9
4741,Buck Williams,1992-93,0,1,F,C,NA,3.3,0.0,1.7,8.4,0.9,1.0,0.7,51.2,6.1,112,11.9,1.5,11.9
4742,Kevin Willis,1992-93,0,1,F,C,NA,7.6,0.1,2.5,12.9,2.1,0.9,0.5,51.2,6.0,107,17.4,0.9,22.5
4743,Micheal Williams,1992-93,0,1,G,NA,NA,4.3,0.3,5.5,3.6,8.7,2.2,0.3,47.8,7.6,116,19.0,0.6,20.4
4744,Reggie Williams,1992-93,0,1,F,G,NA,6.4,0.4,3.0,5.4,3.7,1.6,1.0,48.0,5.9,106,15.8,1.7,22.3
4745,David Wingate,1992-93,0,1,G,F,NA,2.5,0.0,1.1,2.4,2.5,0.9,0.1,54.2,2.3,110,11.5,0.3,13.2
4746,Orlando Woolridge,1992-93,0,2,F,NA,NA,5.0,0.0,2.1,3.2,2.0,0.5,0.5,49.0,2.3,107,13.4,1.1,20.8
4747,James Worthy,1992-93,0,1,F,NA,NA,5.9,0.4,2.1,3.0,3.4,1.1,0.3,46.6,3.0,104,15.6,0.7,24.9
4748,Michael Adams,1991-92,1,1,G,NA,NA,4.6,1.6,4.0,4.0,7.6,1.9,0.1,42.5,5.3,106,17.1,0.2,24.2
4749,Greg Anderson,1991-92,0,1,F,C,NA,4.7,0.0,2.0,11.5,1.0,1.1,0.8,45.800000000000004,3.0,98,12.6,1.4,17.1
4750,Nick Anderson,1991-92,0,1,F,G,NA,7.5,0.5,3.4,6.4,2.7,1.6,0.6,47.199999999999996,3.6,105,16.4,0.9,24.5
4751,Willie Anderson,1991-92,0,1,G,F,NA,5.2,0.2,1.9,5.3,5.3,0.9,0.9,47.5,3.3,103,13.8,1.7,19.8
4752,Stacey Augmon,1991-92,0,1,F,G,NA,5.4,0.0,2.6,5.1,2.5,1.5,0.3,49.2,3.7,104,14.4,0.6,20.1
4753,John Bagley,1991-92,0,1,G,NA,NA,2.9,0.1,0.9,2.2,6.6,0.8,0.1,45.9,1.9,102,12.7,0.1,17.2
4754,Charles Barkley,1991-92,1,1,F,NA,second,7.9,0.4,6.1,11.1,4.1,1.8,0.6,59.699999999999996,12.3,119,24.5,0.9,25.1
4755,Benoit Benjamin,1991-92,0,1,C,NA,NA,5.6,0.0,2.7,8.1,1.2,0.6,1.9,48.0,2.2,98,14.1,3.9,22.2
4756,Winston Bennett,1991-92,0,2,F,NA,NA,1.5,0.0,0.6,3.0,0.7,0.4,0.2,38.1,0.3,95,6.3,0.6,13.9
4757,Larry Bird,1991-92,1,1,F,NA,NA,6.7,1.2,3.3,9.6,6.8,0.9,0.7,47.8,5.5,112,21.0,1.2,24.7
4758,Rolando Blackman,1991-92,0,1,G,NA,NA,6.3,0.9,3.2,3.2,2.7,0.7,0.3,47.4,3.8,108,15.6,0.5,24.4
4759,Mookie Blaylock,1991-92,0,1,G,NA,NA,5.8,0.2,1.8,3.7,6.8,2.4,0.6,44.4,4.9,107,15.2,0.9,19.3
4760,Muggsy Bogues,1991-92,0,1,G,NA,NA,3.8,0.0,1.1,2.9,9.1,2.1,0.1,48.9,4.8,112,14.0,0.1,12.8
4761,Sam Bowie,1991-92,0,1,C,F,NA,5.8,0.1,3.0,8.1,2.6,0.6,1.7,44.800000000000004,4.6,107,16.4,3.3,22.5
4762,Frank Brickowski,1991-92,0,1,F,C,NA,4.7,0.0,1.9,5.3,1.9,0.9,0.4,52.400000000000006,3.4,110,15.5,0.9,20.7
4763,Willie Burton,1991-92,0,1,F,G,NA,4.0,0.1,2.9,3.6,1.8,0.7,0.5,45.1,2.0,104,13.5,1.4,22.4
4764,Michael Cage,1991-92,0,1,F,C,NA,3.7,0.0,1.3,8.9,1.1,1.2,0.7,57.199999999999996,7.6,124,15.0,1.4,11.9
4765,Elden Campbell,1991-92,0,1,C,NA,NA,2.7,0.0,1.7,5.2,0.7,0.7,2.0,45.0,3.3,105,13.3,5.2,15.4
4766,Tony Campbell,1991-92,0,1,F,G,NA,6.6,0.2,3.1,3.7,2.9,1.1,0.4,46.7,2.5,105,15.3,0.8,25.0
4767,Bill Cartwright,1991-92,0,1,C,NA,NA,3.3,0.0,1.5,5.1,1.4,0.3,0.2,46.7,2.5,104,10.9,0.6,17.3
4768,Terry Catledge,1991-92,0,1,F,NA,NA,5.9,0.0,3.1,7.0,1.4,0.7,0.2,49.8,4.6,110,15.2,0.4,20.7
4769,Duane Causwell,1991-92,0,1,C,NA,NA,3.1,0.0,1.7,7.3,0.7,0.6,2.7,55.1,3.9,107,12.4,5.5,12.3
4770,Tom Chambers,1991-92,0,1,F,C,NA,5.9,0.3,3.7,5.8,2.1,0.8,0.5,43.4,4.4,106,15.9,1.1,26.3
4771,Derrick Coleman,1991-92,0,1,F,C,NA,7.1,0.4,4.6,9.5,3.2,0.8,1.5,52.2,5.6,108,19.5,2.6,25.1
4772,Terry Cummings,1991-92,0,1,F,NA,NA,7.3,0.1,2.5,9.0,1.5,0.8,0.5,48.9,6.5,110,18.5,1.0,25.1
4773,Brad Daugherty,1991-92,1,1,C,NA,third,7.9,0.0,5.7,10.4,3.6,0.9,1.1,57.099999999999994,11.7,122,23.0,1.7,23.6
4774,Terry Davis,1991-92,0,1,F,C,NA,3.8,0.0,2.7,9.9,0.8,0.4,0.4,48.699999999999996,3.1,106,12.4,0.8,15.5
4775,Johnny Dawkins,1991-92,0,1,G,NA,NA,4.4,0.4,2.0,2.8,6.9,1.1,0.1,44.7,3.6,107,13.3,0.1,18.2
4776,Clyde Drexler,1991-92,1,1,G,NA,first,7.6,1.5,5.3,6.6,6.7,1.8,0.9,51.0,12.8,117,23.6,1.6,28.7
4777,Kevin Duckworth,1991-92,0,1,C,NA,NA,4.4,0.0,1.9,6.1,1.2,0.5,0.5,46.2,3.3,101,10.5,1.0,18.8
4778,Joe Dumars,1991-92,1,1,G,NA,NA,6.6,0.6,5.0,2.3,4.6,0.9,0.1,45.2,8.2,113,15.4,0.2,23.6
4779,Mark Eaton,1991-92,0,1,C,NA,NA,1.3,0.0,0.6,6.1,0.5,0.4,2.5,44.6,3.8,103,9.1,6.2,7.2
4780,Blue Edwards,1991-92,0,1,G,F,NA,4.9,0.5,1.4,3.7,1.7,1.0,0.6,54.2,5.2,110,13.7,1.2,19.2
4781,Craig Ehlo,1991-92,0,1,G,F,NA,3.8,1.1,1.4,4.9,3.8,1.2,0.3,46.6,3.8,108,13.8,0.6,18.2
4782,Sean Elliott,1991-92,0,1,F,NA,NA,6.0,0.3,3.5,5.4,2.6,1.0,0.4,51.0,8.4,115,14.4,0.6,18.1
4783,Pervis Ellison,1991-92,0,1,F,C,NA,8.3,0.0,3.4,11.2,2.9,0.9,2.7,54.0,6.9,109,19.9,4.3,22.6
4784,Patrick Ewing,1991-92,1,1,C,F,second,9.7,0.0,4.6,11.2,1.9,1.1,3.0,52.300000000000004,13.0,112,22.8,5.0,27.2
4785,Kevin Gamble,1991-92,0,1,F,G,NA,5.7,0.1,1.7,3.5,2.7,0.9,0.5,53.7,6.7,117,15.2,0.9,18.5
4786,Winston Garland,1991-92,0,1,G,NA,NA,4.2,0.1,2.2,2.4,5.3,1.3,0.3,44.9,2.9,105,13.3,0.6,18.6
4787,Kenny Gattison,1991-92,0,1,F,C,NA,5.2,0.0,2.4,7.1,1.6,0.7,0.8,53.1,4.5,110,15.3,1.8,19.4
4788,Armen Gilliam,1991-92,0,1,F,C,NA,6.3,0.0,4.2,8.1,1.5,0.6,1.0,51.300000000000004,7.6,115,18.0,1.9,21.5
4789,Kendall Gill,1991-92,0,1,G,NA,NA,8.4,0.1,3.6,5.1,4.2,1.9,0.6,47.099999999999994,4.7,106,16.5,0.9,24.7
4790,Gerald Glass,1991-92,0,1,G,F,NA,4.9,0.2,1.0,3.5,2.3,0.9,0.4,44.9,0.3,98,13.2,1.0,24.0
4791,Gary Grant,1991-92,0,1,G,NA,NA,3.3,0.2,0.6,2.4,6.9,1.8,0.2,47.8,3.0,100,13.4,0.4,16.7
4792,Harvey Grant,1991-92,0,1,F,NA,NA,7.6,0.0,2.8,6.8,2.7,1.2,0.4,48.1,4.3,107,15.3,0.7,21.7
4793,Horace Grant,1991-92,0,1,F,C,NA,5.6,0.0,2.9,10.0,2.7,1.2,1.6,57.99999999999999,14.1,132,20.6,2.9,15.5
4794,A.C. Green,1991-92,0,1,F,C,NA,4.5,0.1,4.1,9.3,1.4,1.1,0.4,49.5,8.8,119,16.7,0.8,16.8
4795,Tim Hardaway,1991-92,1,1,G,NA,second,7.5,1.6,3.7,3.8,10.0,2.0,0.2,49.9,9.2,114,19.1,0.2,24.4
4796,Derek Harper,1991-92,0,1,G,NA,NA,6.0,0.9,3.0,2.6,5.7,1.6,0.3,47.3,3.5,107,16.7,0.5,24.4
4797,Ron Harper,1991-92,0,1,G,F,NA,6.2,0.8,3.6,5.5,5.1,1.9,0.9,46.7,5.6,102,15.4,1.4,23.3
4798,Hersey Hawkins,1991-92,0,1,G,NA,NA,5.3,1.1,5.0,3.3,3.1,1.9,0.5,47.9,7.8,114,17.0,0.9,22.1
4799,Tyrone Hill,1991-92,0,1,F,NA,NA,3.1,0.0,2.0,7.2,0.6,0.9,0.5,52.300000000000004,4.5,112,12.8,1.3,14.8
4800,Jeff Hornacek,1991-92,1,1,G,NA,NA,6.8,1.0,3.4,5.0,5.1,2.0,0.4,52.5,11.6,120,18.9,0.6,20.9
4801,Jay Humphries,1991-92,0,1,G,NA,NA,4.7,0.6,2.7,2.6,6.6,1.7,0.2,50.8,5.8,115,16.5,0.4,19.6
4802,Mark Jackson,1991-92,0,1,G,NA,NA,4.4,0.1,2.1,3.8,8.6,1.4,0.2,50.6,7.6,113,17.8,0.3,18.7
4803,Buck Johnson,1991-92,0,1,F,NA,NA,3.6,0.0,1.3,3.9,2.0,0.9,0.6,46.300000000000004,2.3,101,10.0,1.3,15.8
4804,Kevin Johnson,1991-92,0,1,G,NA,third,6.8,0.1,5.7,3.7,10.7,1.5,0.3,49.0,10.0,115,19.9,0.5,23.6
4805,Larry Johnson,1991-92,0,1,F,NA,NA,7.5,0.1,4.1,11.0,3.6,1.0,0.6,49.4,8.9,116,18.9,1.0,21.2
4806,Michael Jordan,1991-92,1,1,G,F,first,11.5,0.3,6.1,6.4,6.1,2.3,0.9,53.300000000000004,17.7,121,27.7,1.5,31.7
4807,Jerome Kersey,1991-92,0,1,F,NA,NA,5.2,0.0,2.3,8.2,3.2,1.5,0.9,47.0,6.8,108,14.7,1.7,17.8
4808,Greg Kite,1991-92,0,1,C,NA,NA,1.3,0.0,0.6,5.6,0.6,0.4,0.8,43.9,1.4,100,7.7,2.4,8.6
4809,Bill Laimbeer,1991-92,0,1,C,NA,NA,3.8,0.4,0.8,5.6,2.0,0.6,0.7,48.3,4.9,107,12.6,1.5,16.9
4810,Andrew Lang,1991-92,0,1,C,NA,NA,3.1,0.0,1.6,6.7,0.5,0.6,2.5,52.300000000000004,5.7,113,13.8,5.9,13.4
4811,Reggie Lewis,1991-92,1,1,G,F,NA,8.5,0.1,3.6,4.8,2.3,1.5,1.3,50.7,9.1,113,17.9,2.0,23.6
4812,Grant Long,1991-92,0,1,F,NA,NA,5.3,0.1,4.0,8.4,2.7,1.7,0.5,50.0,7.7,115,15.8,0.8,17.1
4813,Mark Macon,1991-92,0,1,G,NA,NA,4.3,0.1,1.8,2.9,2.2,2.0,0.2,38.3,-0.8,88,8.3,0.4,19.8
4814,Jeff Malone,1991-92,0,1,G,NA,NA,8.5,0.0,3.2,2.9,2.2,0.7,0.1,51.5,6.6,111,15.1,0.1,23.9
4815,Karl Malone,1991-92,1,1,F,NA,first,9.8,0.0,8.3,11.2,3.0,1.3,0.6,53.0,15.1,118,25.4,1.0,30.3
4816,Moses Malone,1991-92,0,1,C,F,NA,5.3,0.0,4.8,9.1,1.1,0.9,0.8,47.4,7.8,117,19.2,1.6,21.7
4817,Danny Manning,1991-92,0,1,F,C,NA,7.9,0.0,3.4,6.9,3.5,1.6,1.5,54.400000000000006,9.8,113,19.7,2.6,23.1
4818,Vernon Maxwell,1991-92,0,1,G,NA,NA,4.3,2.0,2.6,3.0,4.1,1.3,0.4,45.800000000000004,3.9,104,14.1,0.6,24.3
4819,Rodney McCray,1991-92,0,1,F,G,NA,3.3,0.3,1.5,6.2,2.9,0.6,0.4,45.800000000000004,2.5,104,12.6,0.9,16.4
4820,Xavier McDaniel,1991-92,0,1,F,NA,NA,5.8,0.1,1.7,5.6,1.8,0.7,0.3,48.5,4.6,104,13.9,0.7,23.3
4821,Derrick McKey,1991-92,0,1,F,C,NA,5.1,0.4,3.6,5.2,2.3,1.2,0.9,48.0,3.9,112,14.7,1.7,19.5
4822,Reggie Miller,1991-92,0,1,G,F,NA,5.3,1.6,5.4,3.9,3.8,1.3,0.3,55.50000000000001,11.0,125,17.6,0.5,20.2
4823,Sam Mitchell,1991-92,0,1,F,NA,NA,3.7,0.0,2.5,5.8,1.1,0.6,0.5,42.699999999999996,2.3,104,12.0,1.1,18.6
4824,Chris Morris,1991-92,0,1,F,NA,NA,4.2,0.3,2.1,6.4,2.6,1.7,1.1,52.6,4.7,107,14.4,2.0,16.7
4825,Chris Mullin,1991-92,1,1,F,G,first,9.5,0.8,4.3,5.6,3.5,2.1,0.8,54.400000000000006,10.8,118,19.9,1.1,23.6
4826,Dikembe Mutombo,1991-92,1,1,C,NA,NA,6.0,0.0,4.5,12.3,2.2,0.6,3.0,49.3,4.8,103,16.5,4.8,20.1
4827,Larry Nance,1991-92,0,1,F,C,NA,6.9,0.0,3.2,8.3,2.9,1.0,3.0,54.2,12.2,125,21.4,4.9,19.1
4828,Johnny Newman,1991-92,0,1,F,G,NA,5.1,0.2,4.3,3.3,2.7,1.3,0.3,49.3,2.3,107,13.6,0.5,21.6
4829,Charles Oakley,1991-92,0,1,F,C,NA,2.6,0.0,1.0,8.5,1.6,0.8,0.2,52.6,5.7,110,11.3,0.4,10.9
4830,Hakeem Olajuwon,1991-92,1,1,C,NA,NA,8.4,0.0,4.7,12.1,2.2,1.8,4.3,50.3,9.8,110,23.7,6.8,25.6
4831,Billy Owens,1991-92,0,1,F,G,NA,5.8,0.0,2.6,8.0,2.4,1.1,0.8,52.900000000000006,5.6,111,15.6,1.5,19.3
4832,Robert Parish,1991-92,0,1,C,NA,NA,5.9,0.0,2.3,8.9,0.9,0.9,1.2,53.5,7.4,113,18.9,2.5,20.8
4833,John Paxson,1991-92,0,1,G,NA,NA,3.1,0.2,0.4,1.2,3.1,0.6,0.1,55.300000000000004,4.7,121,10.9,0.3,12.1
4834,Gary Payton,1991-92,0,1,G,NA,NA,4.0,0.0,1.2,3.6,6.2,1.8,0.3,46.1,3.9,106,13.1,0.5,16.0
4835,Sam Perkins,1991-92,0,1,F,C,NA,5.5,0.2,4.8,8.8,2.2,1.0,1.0,47.099999999999994,7.4,118,17.6,1.6,19.7
4836,Tim Perry,1991-92,0,1,F,C,NA,5.1,0.0,1.9,6.9,1.7,0.6,1.5,52.5,5.7,110,13.8,2.7,17.2
4837,Chuck Person,1991-92,0,1,F,NA,NA,6.0,1.6,1.6,5.3,4.7,0.8,0.2,52.0,4.6,107,14.5,0.4,22.8
4838,Dražen Petrović,1991-92,0,1,G,NA,NA,6.6,1.5,2.8,3.1,3.1,1.3,0.1,52.5,7.7,116,15.8,0.2,22.0
4839,Ricky Pierce,1991-92,0,1,G,NA,NA,7.5,0.4,5.3,3.0,3.1,1.1,0.3,49.6,7.8,116,18.2,0.5,26.8
4840,Ed Pinckney,1991-92,0,1,F,NA,NA,2.5,0.0,2.6,7.0,0.8,0.9,0.7,53.800000000000004,7.5,130,16.5,1.7,12.6
4841,Scottie Pippen,1991-92,1,1,F,G,second,8.2,0.2,4.0,7.7,7.0,1.9,1.1,52.5,12.7,114,21.5,1.8,24.6
4842,Olden Polynice,1991-92,0,1,C,F,NA,3.2,0.0,1.6,7.1,0.6,0.6,0.3,52.0,4.5,111,13.1,0.7,14.9
4843,Terry Porter,1991-92,0,1,G,NA,NA,4.8,1.6,3.8,3.1,5.8,1.5,0.1,48.8,10.6,119,18.1,0.3,21.6
4844,Mark Price,1991-92,1,1,G,NA,third,4.7,1.4,3.8,2.4,7.4,1.3,0.2,53.0,9.1,123,22.7,0.3,24.1
4845,Blair Rasmussen,1991-92,0,1,C,NA,NA,4.2,0.1,0.4,4.9,1.3,0.4,0.6,48.6,3.0,107,11.6,1.5,16.7
4846,Glen Rice,1991-92,0,1,F,NA,NA,6.5,2.0,3.4,5.0,2.3,1.1,0.4,49.9,7.9,115,17.5,0.7,23.9
4847,Pooh Richardson,1991-92,0,1,G,NA,NA,6.5,0.6,1.5,3.7,8.4,1.5,0.3,48.3,4.1,107,17.4,0.5,22.5
4848,Mitch Richmond,1991-92,0,1,G,NA,NA,7.3,1.3,4.1,4.0,5.1,1.2,0.4,48.6,4.9,107,16.3,0.6,25.5
4849,Alvin Robertson,1991-92,0,1,G,NA,NA,4.0,0.8,1.8,4.3,4.4,2.6,0.4,46.2,3.6,103,15.0,0.8,21.0
4850,Fred Roberts,1991-92,0,1,F,C,NA,3.7,0.2,1.6,3.2,1.5,0.7,0.5,48.0,2.2,106,12.9,1.4,20.2
4851,David Robinson,1991-92,1,1,C,NA,first,8.7,0.0,5.8,12.2,2.7,2.3,4.5,55.400000000000006,13.9,118,27.5,7.4,24.7
4852,Rumeal Robinson,1991-92,0,1,G,NA,NA,4.8,0.4,2.2,2.7,5.5,1.3,0.3,47.199999999999996,2.4,102,14.9,0.7,23.3
4853,Dennis Rodman,1991-92,1,1,F,NA,third,3.8,0.4,1.0,18.7,2.3,0.8,0.9,58.099999999999994,12.6,121,17.0,1.3,11.1
4854,John Salley,1991-92,0,1,F,C,NA,3.5,0.0,2.6,4.1,1.6,0.7,1.5,51.6,5.1,112,14.7,3.9,17.4
4855,Byron Scott,1991-92,0,1,G,NA,NA,5.0,0.7,3.0,3.8,2.8,1.3,0.3,47.9,6.0,112,15.5,0.6,20.4
4856,Rony Seikaly,1991-92,0,1,C,NA,NA,5.9,0.0,4.7,11.8,1.4,0.5,1.5,49.0,6.2,109,16.6,2.6,20.7
4857,Charles Shackleford,1991-92,0,1,F,C,NA,2.8,0.0,0.9,5.8,0.6,0.5,0.7,48.699999999999996,2.7,107,13.4,2.2,16.5
4858,Lionel Simmons,1991-92,0,1,F,G,NA,6.7,0.0,3.6,8.1,4.3,1.7,1.7,45.5,4.3,102,16.5,2.7,22.2
4859,Scott Skiles,1991-92,0,1,G,NA,NA,3.6,1.2,3.3,2.7,7.3,1.0,0.1,43.4,3.2,106,14.4,0.1,21.4
4860,Kenny Smith,1991-92,0,1,G,NA,NA,4.7,0.7,2.7,2.2,6.9,1.3,0.1,48.9,5.1,109,15.0,0.2,19.8
4861,Steve Smith,1991-92,0,1,G,NA,NA,4.2,0.7,1.6,3.1,4.6,1.0,0.3,48.6,1.5,103,12.5,0.6,20.0
4862,Rik Smits,1991-92,0,1,C,NA,NA,5.9,0.0,2.1,5.6,1.6,0.4,1.4,51.1,3.4,106,16.8,3.4,25.3
4863,Felton Spencer,1991-92,0,1,C,NA,NA,2.3,0.0,2.0,7.1,0.9,0.4,1.3,42.6,2.0,105,11.2,3.2,13.8
4864,Larry Stewart,1991-92,0,1,F,NA,NA,4.0,0.0,2.5,5.9,1.6,0.7,0.6,51.6,4.7,113,12.9,1.2,15.2
