,player,season,as,played_for,pos_1,pos_2,all_nba_team_label,2p,3p,ft,trb,ast,stl,blk,2p%,ws,ortg,per,blk%,usg%
2643,Jarrett Jack,2006-07,0,1,G,NA,NA,3.3,0.8,3.1,2.6,5.3,1.1,0.1,49.0,4.8,110,14.5,0.3,18.0
2644,Stephen Jackson,2006-07,0,2,F,G,NA,4.1,1.3,3.2,3.0,3.8,1.1,0.5,48.8,4.1,105,14.4,1.0,22.1
2645,LeBron James,2006-07,1,1,F,G,second,8.6,1.3,6.3,6.7,6.0,1.6,0.7,51.300000000000004,13.7,112,24.5,1.3,31.0
2646,Mike James,2006-07,0,1,G,NA,NA,2.6,1.0,1.9,2.0,3.6,0.7,0.1,44.5,2.8,105,13.3,0.3,20.5
2647,Antawn Jamison,2006-07,0,1,F,NA,NA,5.3,2.0,3.2,8.0,1.9,1.1,0.5,49.2,6.8,113,18.4,1.0,22.8
2648,Al Jefferson,2006-07,0,1,C,F,NA,6.6,0.0,2.9,11.0,1.3,0.7,1.5,51.4,6.6,109,19.8,3.5,22.4
2649,Richard Jefferson,2006-07,0,1,F,NA,NA,4.6,0.9,4.3,4.4,2.7,0.6,0.1,48.3,3.4,106,13.8,0.3,22.1
2650,Jared Jeffries,2006-07,0,1,F,NA,NA,1.7,0.0,0.6,4.3,1.2,0.8,0.5,50.0,1.2,99,8.6,1.8,10.3
2651,Joe Johnson,2006-07,1,1,G,F,NA,7.3,2.1,4.1,4.2,4.4,1.1,0.2,50.4,5.1,109,19.5,0.4,28.3
2652,Eddie Jones,2006-07,0,2,G,F,NA,1.6,1.2,0.9,3.0,1.7,1.1,0.2,50.0,3.1,111,12.3,0.5,14.7
2653,Chris Kaman,2006-07,0,1,C,NA,NA,3.9,0.0,2.2,7.8,1.1,0.5,1.5,45.2,2.9,97,12.9,4.1,19.0
2654,Jason Kidd,2006-07,1,1,G,NA,NA,3.1,1.6,2.2,8.2,9.2,1.6,0.3,44.800000000000004,9.3,111,19.4,0.6,19.4
2655,Andrei Kirilenko,2006-07,0,1,F,NA,NA,2.6,0.2,2.5,4.7,2.9,1.1,2.1,52.800000000000004,4.4,106,14.3,5.8,14.4
2656,Rashard Lewis,2006-07,0,1,F,NA,NA,5.2,2.5,4.4,6.6,2.4,1.1,0.7,50.5,7.6,117,20.7,1.3,24.4
2657,Stephon Marbury,2006-07,0,1,G,NA,NA,3.7,1.7,4.0,2.9,5.4,1.0,0.1,44.800000000000004,5.9,111,15.3,0.3,21.5
2658,Shawn Marion,2006-07,1,1,F,NA,NA,6.0,1.0,2.5,9.8,1.7,2.0,1.5,58.699999999999996,12.0,118,20.8,2.8,19.3
2659,Kevin Martin,2006-07,0,1,G,NA,NA,4.7,1.6,6.0,4.3,2.2,1.2,0.1,51.5,10.2,120,20.1,0.3,23.2
2660,Desmond Mason,2006-07,0,1,F,NA,NA,5.4,0.0,2.9,4.6,1.5,0.7,0.3,45.2,0.6,95,10.8,0.7,21.9
2661,Tracy McGrady,2006-07,1,1,G,F,second,7.2,1.8,4.9,5.3,6.5,1.3,0.5,46.6,8.6,106,23.2,1.1,35.0
2662,Andre Miller,2006-07,0,2,G,NA,NA,5.2,0.1,2.8,4.4,7.8,1.4,0.1,47.9,5.9,107,16.1,0.3,19.2
2663,Brad Miller,2006-07,0,1,C,F,NA,3.5,0.1,1.8,6.4,3.6,0.6,0.6,47.5,2.7,103,13.5,1.7,16.8
2664,Mike Miller,2006-07,0,1,F,G,NA,3.8,2.9,2.3,5.4,4.3,0.8,0.3,51.4,4.8,111,16.4,0.5,21.1
2665,Yao Ming,2006-07,1,1,C,NA,second,8.8,0.0,7.4,9.4,2.0,0.4,2.0,51.800000000000004,7.4,111,26.5,4.5,33.5
2666,Cuttino Mobley,2006-07,0,1,G,NA,NA,3.7,1.3,2.6,3.4,2.5,1.2,0.3,45.1,4.6,105,12.5,0.7,18.4
2667,Mikki Moore,2006-07,0,1,C,F,NA,3.9,0.0,2.0,5.1,0.9,0.6,0.8,61.0,5.7,115,14.8,2.3,16.2
2668,Alonzo Mourning,2006-07,0,1,C,F,NA,3.1,0.0,2.4,4.5,0.2,0.2,2.3,56.00000000000001,3.5,103,16.7,9.0,20.8
2669,Troy Murphy,2006-07,0,2,F,C,NA,3.1,0.9,1.6,6.1,1.9,0.7,0.6,47.9,4.5,111,14.5,1.7,17.2
2670,Eduardo Nájera,2006-07,0,1,F,NA,NA,2.7,0.0,1.2,4.1,0.9,1.0,0.3,59.4,4.8,122,13.5,1.1,12.0
2671,Steve Nash,2006-07,1,1,G,NA,first,4.8,2.1,2.9,3.5,11.6,0.8,0.1,57.49999999999999,12.6,124,23.8,0.2,22.9
2672,Jameer Nelson,2006-07,0,1,G,NA,NA,4.0,0.8,2.4,3.1,4.3,0.9,0.1,45.7,4.0,103,13.9,0.2,23.0
2673,Rasho Nesterović,2006-07,0,1,C,NA,NA,2.9,0.0,0.4,4.5,0.9,0.5,1.1,54.800000000000004,4.1,112,13.9,3.9,13.8
2674,Dirk Nowitzki,2006-07,1,1,F,C,first,7.7,0.9,6.4,8.9,3.4,0.7,0.8,51.5,16.3,123,27.6,1.7,28.9
2675,Lamar Odom,2006-07,0,1,F,NA,NA,4.7,1.0,3.5,9.8,4.8,0.9,0.6,53.1,4.7,107,16.1,1.1,19.8
2676,Emeka Okafor,2006-07,0,1,C,F,NA,5.9,0.0,2.6,11.3,1.2,0.9,2.6,53.2,7.1,111,20.1,5.7,19.1
2677,Mehmet Okur,2006-07,1,1,C,F,NA,4.5,1.6,3.7,7.2,2.0,0.5,0.5,49.8,8.8,117,18.1,1.2,22.8
2678,Jermaine O'Neal,2006-07,1,1,C,F,NA,7.2,0.0,5.0,9.6,2.4,0.7,2.6,43.9,4.7,99,18.8,5.6,28.1
2679,Shaquille O'Neal,2006-07,1,1,C,NA,NA,7.1,0.0,3.1,7.4,2.0,0.2,1.4,59.099999999999994,2.8,105,21.7,3.8,29.4
2680,Zaza Pachulia,2006-07,0,1,C,NA,NA,4.0,0.0,4.1,6.9,1.5,1.1,0.5,47.5,4.8,108,16.8,1.4,21.3
2681,Anthony Parker,2006-07,0,1,G,NA,NA,2.9,1.6,1.8,3.9,2.1,1.0,0.2,50.0,6.5,117,14.5,0.3,15.7
2682,Smush Parker,2006-07,0,1,G,NA,NA,2.8,1.3,1.4,2.5,2.8,1.5,0.1,47.9,2.3,101,11.6,0.3,18.6
2683,Tony Parker,2006-07,1,1,G,NA,NA,7.2,0.2,3.6,3.2,5.5,1.1,0.1,52.5,9.6,112,21.4,0.2,27.4
2684,Ruben Patterson,2006-07,0,1,F,NA,NA,5.8,0.0,3.0,5.4,2.9,1.4,0.3,55.7,5.4,110,18.5,0.8,22.2
2685,Chris Paul,2006-07,0,1,G,NA,NA,5.2,0.8,4.6,4.4,8.9,1.8,0.0,45.5,8.8,116,22.0,0.1,23.1
2686,Kendrick Perkins,2006-07,0,1,C,NA,NA,1.8,0.0,0.8,5.2,1.3,0.3,1.3,49.6,1.4,94,9.5,4.7,12.2
2687,Paul Pierce,2006-07,0,1,F,G,NA,5.7,2.3,6.8,5.9,4.1,1.0,0.3,46.300000000000004,5.4,110,21.7,0.6,30.7
2688,Mickaël Piétrus,2006-07,0,1,G,F,NA,2.7,1.3,1.9,4.5,0.9,0.7,0.8,55.800000000000004,3.6,109,13.0,2.2,17.2
2689,Tayshaun Prince,2006-07,0,1,F,NA,NA,4.6,1.0,2.1,5.2,2.8,0.6,0.7,48.0,8.0,113,16.0,1.4,18.9
2690,Joel Przybilla,2006-07,0,1,C,NA,NA,0.9,0.0,0.2,3.9,0.3,0.2,1.6,47.4,0.3,86,7.4,7.6,8.7
2691,Zach Randolph,2006-07,0,1,F,C,NA,8.6,0.2,5.8,10.1,2.2,0.8,0.2,47.3,5.7,106,22.8,0.5,33.1
2692,Michael Redd,2006-07,0,1,G,NA,NA,6.8,2.2,6.5,3.7,2.3,1.2,0.2,50.1,6.1,115,22.3,0.3,29.5
2693,Jason Richardson,2006-07,0,1,G,NA,NA,3.8,2.2,1.8,5.1,3.4,1.1,0.6,45.300000000000004,3.0,106,15.5,1.4,22.3
2694,Quentin Richardson,2006-07,0,1,G,F,NA,2.7,2.0,1.7,7.2,2.2,0.7,0.1,45.6,3.5,110,14.3,0.3,18.7
2695,Luke Ridnour,2006-07,0,1,G,NA,NA,3.5,0.7,1.8,2.3,5.2,1.2,0.3,45.300000000000004,2.3,103,13.7,0.7,20.0
2696,Quinton Ross,2006-07,0,1,G,NA,NA,2.2,0.0,0.8,2.3,1.1,0.9,0.4,47.4,3.2,110,10.5,1.5,12.2
2697,Brandon Roy,2006-07,0,1,G,NA,NA,5.2,1.0,3.5,4.4,4.0,1.2,0.2,47.5,4.8,112,18.0,0.4,23.0
2698,Brian Skinner,2006-07,0,1,F,NA,NA,1.9,0.0,0.7,5.7,0.9,0.3,1.0,49.0,1.1,99,8.9,3.2,10.8
2699,Josh Smith,2006-07,0,1,F,NA,NA,5.5,0.5,3.7,8.6,3.3,1.4,2.9,47.3,4.4,99,18.3,6.1,24.1
2700,Eric Snow,2006-07,0,1,G,NA,NA,1.6,0.0,0.9,2.3,4.0,0.7,0.2,42.199999999999996,2.8,99,8.6,0.6,11.4
2701,DeShawn Stevenson,2006-07,0,1,G,NA,NA,3.3,0.9,1.9,2.6,2.7,0.8,0.2,47.9,3.1,109,12.9,0.6,17.6
2702,Amar'e Stoudemire,2006-07,1,1,F,C,first,7.4,0.0,5.6,9.6,1.0,1.0,1.3,57.699999999999996,11.2,116,23.1,2.9,25.8
2703,Damon Stoudamire,2006-07,0,1,G,NA,NA,1.8,1.0,1.1,2.2,4.8,0.8,0.0,42.699999999999996,1.1,104,12.6,0.1,17.3
2704,Jason Terry,2006-07,0,1,G,NA,NA,4.3,2.0,2.0,2.9,5.2,1.0,0.2,50.8,10.8,119,18.9,0.5,21.3
2705,Kenny Thomas,2006-07,0,1,F,NA,NA,2.4,0.0,0.6,6.1,1.2,0.7,0.3,48.3,1.2,97,10.2,0.9,13.6
2706,Jamaal Tinsley,2006-07,0,1,G,NA,NA,4.0,0.8,2.4,3.3,6.9,1.6,0.3,40.9,2.8,98,15.2,0.8,23.8
2707,Hedo Türkoğlu,2006-07,0,1,F,NA,NA,3.2,1.5,2.3,4.0,3.2,1.0,0.2,43.5,4.9,106,14.2,0.6,21.7
2708,Ime Udoka,2006-07,0,1,F,NA,NA,2.0,1.2,0.9,3.7,1.5,0.9,0.2,50.2,3.9,114,12.1,0.6,13.7
2709,Dwyane Wade,2006-07,1,1,G,NA,third,8.8,0.4,8.5,4.7,7.5,2.1,1.2,51.1,8.8,112,28.9,2.5,34.7
2710,Ben Wallace,2006-07,0,1,F,C,NA,2.5,0.0,1.4,10.7,2.4,1.4,2.0,45.6,8.2,106,14.6,4.6,10.6
2711,Gerald Wallace,2006-07,0,1,F,NA,NA,6.1,0.5,4.3,7.2,2.6,2.0,1.0,52.800000000000004,7.7,110,19.8,2.0,22.5
2712,Rasheed Wallace,2006-07,0,1,F,C,NA,3.4,1.4,1.4,7.2,1.7,1.0,1.6,46.300000000000004,6.2,105,15.7,3.8,19.6
2713,Luke Walton,2006-07,0,1,F,NA,NA,3.6,0.8,1.8,5.0,4.3,1.0,0.4,49.9,3.8,110,14.7,0.8,16.8
2714,Hakim Warrick,2006-07,0,1,F,NA,NA,4.5,0.0,3.6,5.1,0.9,0.5,0.4,53.0,3.7,109,15.9,1.1,21.9
2715,Chris Webber,2006-07,0,2,F,C,NA,4.7,0.1,1.7,7.2,3.1,1.0,0.7,45.4,3.4,101,16.0,1.7,21.1
2716,David West,2006-07,0,1,F,C,NA,7.1,0.2,3.6,8.2,2.2,0.8,0.7,48.1,5.2,110,18.9,1.6,23.8
2717,Delonte West,2006-07,0,1,G,NA,NA,3.5,0.9,2.4,3.0,4.4,1.1,0.5,44.7,3.7,105,14.0,1.2,19.3
2718,Chris Wilcox,2006-07,0,1,F,NA,NA,5.3,0.0,2.9,7.7,1.0,0.9,0.5,53.300000000000004,6.0,112,16.6,1.1,19.3
2719,Deron Williams,2006-07,0,1,G,NA,NA,5.2,1.0,2.8,3.3,9.3,1.0,0.2,49.8,7.2,111,17.1,0.4,22.2
2720,Jason Williams,2006-07,0,1,G,NA,NA,2.2,1.6,1.5,2.3,5.3,1.0,0.0,49.3,4.3,111,15.0,0.0,18.2
2721,Mo Williams,2006-07,0,1,G,NA,NA,5.7,1.2,2.3,4.8,6.1,1.3,0.1,47.4,3.2,104,16.3,0.2,24.4
2722,Marvin Williams,2006-07,0,1,F,NA,NA,4.6,0.2,3.4,5.3,1.9,0.8,0.5,44.6,2.3,101,12.2,1.1,20.0
2723,Ray Allen,2005-06,1,1,G,NA,NA,5.3,3.4,4.2,4.3,3.7,1.3,0.2,48.6,9.5,118,22.2,0.4,27.4
2724,Rafer Alston,2005-06,0,1,G,NA,NA,2.8,1.6,1.6,4.0,6.7,1.6,0.2,41.8,3.4,99,12.6,0.5,18.8
2725,Carmelo Anthony,2005-06,0,1,F,NA,third,9.0,0.5,7.2,4.9,2.7,1.1,0.5,50.6,9.4,110,22.0,1.1,32.0
2726,Gilbert Arenas,2005-06,1,1,G,NA,third,6.8,2.5,8.2,3.5,6.1,2.0,0.3,48.5,13.6,115,23.8,0.6,30.5
2727,Ron Artest,2005-06,0,2,F,NA,NA,4.9,1.4,3.7,5.1,3.6,2.2,0.7,44.3,3.7,99,15.2,1.4,23.6
2728,Chucky Atkins,2005-06,0,2,G,NA,NA,1.8,1.4,1.8,1.7,2.8,0.6,0.0,43.1,3.6,108,12.9,0.1,20.2
2729,Shane Battier,2005-06,0,1,F,NA,NA,2.9,0.8,1.8,5.3,1.7,1.1,1.4,52.2,9.1,117,14.7,3.2,13.7
2730,Tony Battie,2005-06,0,1,C,F,NA,3.4,0.0,1.1,5.6,0.6,0.6,0.8,51.300000000000004,3.8,106,12.2,2.5,14.9
2731,Raja Bell,2005-06,0,1,G,NA,NA,2.9,2.5,1.5,3.2,2.6,1.0,0.3,47.099999999999994,6.8,114,12.9,0.5,16.4
2732,Mike Bibby,2005-06,0,1,G,NA,NA,4.9,2.3,4.2,2.9,5.4,1.0,0.1,45.800000000000004,8.4,110,17.9,0.2,25.4
2733,Chauncey Billups,2005-06,1,1,G,NA,second,3.0,2.3,5.7,3.1,8.6,0.9,0.1,40.699999999999996,15.5,127,23.4,0.2,22.9
2734,Steve Blake,2005-06,0,1,G,NA,NA,1.9,1.1,1.1,2.1,4.5,0.6,0.1,45.5,2.8,114,14.5,0.2,15.8
2735,Mark Blount,2005-06,0,2,C,NA,NA,4.6,0.0,2.1,4.5,1.2,0.5,0.9,50.8,1.7,96,12.1,2.6,21.4
2736,Andrew Bogut,2005-06,0,1,C,NA,NA,3.9,0.0,1.5,7.0,2.3,0.6,0.8,53.6,5.5,111,15.2,2.3,15.9
2737,Chris Bosh,2005-06,1,1,F,C,NA,7.8,0.0,6.8,9.2,2.6,0.7,1.1,51.1,9.8,118,23.2,2.3,25.2
2738,Bruce Bowen,2005-06,0,1,F,NA,NA,1.6,1.3,0.6,3.9,1.5,1.0,0.4,44.0,6.2,107,9.1,0.8,11.1
2739,Elton Brand,2005-06,1,1,F,C,second,9.6,0.0,5.6,10.0,2.6,1.0,2.5,52.7,14.8,116,26.5,4.9,27.7
2740,Primož Brezec,2005-06,0,1,C,NA,NA,5.2,0.0,2.1,5.6,0.6,0.2,0.4,51.800000000000004,4.6,111,15.3,1.1,20.0
2741,Kwame Brown,2005-06,0,1,F,NA,NA,2.8,0.0,1.8,6.6,1.0,0.4,0.6,52.7,3.6,108,11.7,1.8,13.6
2742,P.J. Brown,2005-06,0,1,F,C,NA,3.6,0.0,1.9,7.3,1.2,0.6,0.7,46.1,4.4,107,12.7,1.7,14.7
2743,Kobe Bryant,2005-06,1,1,G,F,first,10.0,2.3,8.7,5.3,4.5,1.8,0.4,48.199999999999996,15.3,114,28.0,0.7,38.7
2744,Caron Butler,2005-06,0,1,F,NA,NA,6.0,0.5,3.9,6.2,2.5,1.7,0.2,46.9,6.3,107,17.0,0.5,23.2
2745,Marcus Camby,2005-06,0,1,C,F,NA,5.4,0.0,2.0,11.9,2.1,1.4,3.3,47.199999999999996,5.5,102,19.9,7.5,19.5
2746,Vince Carter,2005-06,1,1,G,F,NA,6.7,1.6,6.1,5.8,4.3,1.2,0.7,45.9,9.3,107,21.6,1.5,32.3
2747,Sam Cassell,2005-06,0,1,G,NA,NA,5.4,0.9,3.7,3.7,6.3,0.9,0.1,45.9,7.6,109,18.5,0.3,25.0
2748,Tyson Chandler,2005-06,0,1,C,NA,NA,2.0,0.0,1.2,9.0,1.0,0.5,1.3,56.699999999999996,5.4,107,12.2,3.8,10.4
2749,Jarron Collins,2005-06,0,1,F,C,NA,1.6,0.0,2.0,4.2,1.2,0.5,0.3,46.1,3.9,117,11.0,1.3,11.7
2750,Jason Collins,2005-06,0,1,C,NA,NA,1.4,0.0,0.6,4.8,1.0,0.6,0.6,40.400000000000006,2.0,90,5.5,1.7,9.0
2751,Brian Cook,2005-06,0,1,F,NA,NA,2.8,0.4,1.0,3.4,0.9,0.5,0.4,52.7,4.5,116,15.6,1.6,18.3
2752,Eddy Curry,2005-06,0,1,C,NA,NA,4.7,0.0,4.3,6.0,0.3,0.4,0.8,56.3,3.3,106,17.0,2.5,24.1
2753,Samuel Dalembert,2005-06,0,1,C,NA,NA,3.0,0.0,1.4,8.2,0.4,0.5,2.4,53.300000000000004,3.6,104,14.2,6.9,13.8
2754,Erick Dampier,2005-06,0,1,C,NA,NA,2.1,0.0,1.5,7.8,0.6,0.3,1.3,49.3,4.8,108,13.9,4.2,13.4
2755,Antonio Davis,2005-06,0,2,F,C,NA,1.9,0.0,1.2,4.7,0.5,0.5,0.2,43.4,0.3,97,8.3,0.9,13.4
2756,Baron Davis,2005-06,0,1,G,NA,NA,4.3,1.9,3.6,4.4,8.9,1.6,0.3,43.4,4.4,105,18.3,0.5,25.9
2757,Ricky Davis,2005-06,0,2,G,F,NA,6.6,0.9,3.5,4.5,5.1,1.2,0.2,48.1,5.0,103,15.6,0.4,24.3
2758,Luol Deng,2005-06,0,1,F,NA,NA,5.4,0.3,2.7,6.6,1.9,0.9,0.6,48.1,6.5,106,15.8,1.5,20.4
2759,Boris Diaw,2005-06,0,1,F,C,NA,5.4,0.1,2.1,6.9,6.2,0.7,1.0,53.6,8.9,115,17.3,2.1,17.9
2760,DeSagana Diop,2005-06,0,1,C,NA,NA,0.9,0.0,0.5,4.6,0.3,0.5,1.8,48.699999999999996,4.1,116,11.5,7.4,6.9
2761,Juan Dixon,2005-06,0,1,G,NA,NA,3.8,0.9,2.1,2.3,2.0,0.8,0.1,44.9,1.2,102,14.6,0.2,25.2
2762,Chris Duhon,2005-06,0,1,G,NA,NA,1.6,1.4,1.6,3.0,5.0,0.9,0.0,44.2,5.2,111,12.9,0.1,15.0
2763,Tim Duncan,2005-06,1,1,F,C,second,7.2,0.0,4.2,11.0,3.2,0.9,2.0,48.5,10.8,106,23.1,4.2,27.7
2764,Mike Dunleavy,2005-06,0,1,F,G,NA,3.2,0.9,2.4,4.9,2.9,0.7,0.4,46.2,4.2,104,12.5,0.9,18.1
2765,Francisco Elson,2005-06,0,1,C,NA,NA,2.1,0.0,0.7,4.7,0.7,0.8,0.6,53.800000000000004,2.9,105,10.1,2.1,10.8
2766,Raymond Felton,2005-06,0,1,G,NA,NA,3.1,1.2,2.0,3.3,5.6,1.3,0.1,40.5,2.6,100,14.2,0.3,21.4
2767,Derek Fisher,2005-06,0,1,G,NA,NA,3.0,1.4,3.0,2.6,4.3,1.5,0.1,41.699999999999996,5.8,108,14.8,0.2,20.2
2768,T.J. Ford,2005-06,0,1,G,NA,NA,4.1,0.5,2.6,4.3,6.6,1.4,0.1,42.8,2.5,99,13.1,0.2,20.0
2769,Jeff Foster,2005-06,0,1,F,C,NA,2.2,0.0,1.5,9.1,0.8,0.7,0.4,56.10000000000001,5.7,120,15.1,1.2,11.3
2770,Adonal Foyle,2005-06,0,1,C,NA,NA,2.0,0.0,0.5,5.5,0.4,0.6,1.6,50.7,2.8,100,10.3,5.1,10.0
2771,Steve Francis,2005-06,0,2,G,NA,NA,4.4,0.4,4.5,4.1,4.9,1.1,0.2,45.2,3.6,104,15.2,0.6,22.6
2772,Kevin Garnett,2005-06,1,1,F,C,NA,8.1,0.1,5.2,12.7,4.1,1.4,1.4,53.2,14.9,117,26.8,2.7,25.5
2773,Pau Gasol,2005-06,1,1,C,F,NA,7.5,0.0,5.3,8.9,4.6,0.6,1.9,50.5,12.0,111,22.7,3.9,26.4
2774,Manu Ginóbili,2005-06,0,1,G,NA,NA,3.5,1.3,4.3,3.5,3.6,1.6,0.4,50.0,8.8,117,22.4,1.0,25.0
2775,Gordan Giriček,2005-06,0,1,G,F,NA,4.0,0.5,1.2,1.9,1.7,0.4,0.1,45.7,-0.2,93,8.7,0.3,22.8
2776,Drew Gooden,2005-06,0,1,F,NA,NA,4.2,0.0,2.2,8.4,0.7,0.7,0.6,51.300000000000004,6.6,112,17.6,1.7,18.6
2777,Ben Gordon,2005-06,0,1,G,NA,NA,4.0,2.1,2.6,2.7,3.0,0.9,0.1,41.6,4.4,102,14.5,0.2,26.3
2778,Adrian Griffin,2005-06,0,1,G,F,NA,1.9,0.0,0.8,4.4,1.7,1.0,0.2,48.5,2.9,115,11.6,0.6,10.0
2779,Richard Hamilton,2005-06,1,1,G,F,NA,7.4,0.7,3.2,3.2,3.4,0.7,0.2,49.4,7.6,109,18.2,0.4,27.4
2780,Al Harrington,2005-06,0,1,F,NA,NA,6.4,0.9,3.2,6.9,3.1,1.1,0.2,47.099999999999994,3.8,104,16.0,0.4,25.6
2781,Udonis Haslem,2005-06,0,1,F,C,NA,3.7,0.0,1.9,7.8,1.2,0.6,0.2,50.9,7.0,116,13.7,0.5,14.1
2782,Trenton Hassell,2005-06,0,1,G,NA,NA,3.6,0.1,1.7,2.8,2.6,0.6,0.4,47.0,2.3,101,9.5,0.9,15.4
2783,Brendan Haywood,2005-06,0,1,C,NA,NA,2.8,0.0,1.7,5.9,0.6,0.4,1.3,51.4,3.9,109,13.8,4.3,14.9
2784,Kirk Hinrich,2005-06,0,1,G,NA,NA,4.0,1.6,3.2,3.6,6.3,1.2,0.3,44.1,7.6,108,15.5,0.6,21.4
2785,Dwight Howard,2005-06,0,1,C,NA,NA,5.7,0.0,4.3,12.5,1.5,0.8,1.4,53.2,8.6,108,19.3,3.0,21.3
2786,Josh Howard,2005-06,0,1,F,G,NA,5.5,0.5,3.3,6.3,1.9,1.2,0.4,47.5,6.7,115,19.3,1.0,22.9
2787,Juwan Howard,2005-06,0,1,F,C,NA,4.9,0.0,1.9,6.7,1.4,0.6,0.1,46.1,3.7,100,12.5,0.3,20.2
2788,Andre Iguodala,2005-06,0,1,F,G,NA,3.5,0.7,3.2,5.9,3.1,1.6,0.3,54.300000000000004,7.5,115,14.8,0.5,14.7
2789,Zydrunas Ilgauskas,2005-06,0,1,C,NA,NA,5.8,0.0,4.1,7.6,1.2,0.5,1.7,50.9,8.7,114,21.9,4.6,24.6
2790,Allen Iverson,2005-06,1,1,G,NA,third,10.3,1.0,9.4,3.2,7.4,1.9,0.1,46.5,10.6,111,25.9,0.2,35.8
2791,Royal Ivey,2005-06,0,1,G,NA,NA,1.5,0.1,0.3,1.3,1.0,0.3,0.1,44.1,0.7,106,8.4,0.5,14.0
2792,Stephen Jackson,2005-06,0,1,F,G,NA,4.4,1.4,3.3,3.9,2.8,1.3,0.5,43.9,4.4,99,13.6,1.1,24.0
2793,LeBron James,2005-06,1,1,F,G,first,9.5,1.6,7.6,7.0,6.6,1.6,0.8,51.800000000000004,16.3,115,28.1,1.5,33.6
2794,Mike James,2005-06,0,1,G,NA,NA,5.2,2.1,3.6,3.3,5.8,0.9,0.0,48.1,7.6,115,19.8,0.1,25.0
2795,Antawn Jamison,2005-06,0,1,F,NA,NA,6.3,1.8,2.6,9.3,1.9,1.1,0.1,45.800000000000004,8.2,109,17.7,0.3,23.9
2796,Marko Jarić,2005-06,0,1,G,NA,NA,2.5,0.5,1.3,3.1,3.9,1.4,0.3,43.0,2.3,96,11.7,0.8,17.0
2797,Richard Jefferson,2005-06,0,1,F,NA,NA,5.6,0.8,6.0,6.8,3.8,0.8,0.2,53.2,11.7,117,18.9,0.4,22.1
2798,Jared Jeffries,2005-06,0,1,F,NA,NA,2.2,0.2,1.3,4.9,1.9,0.8,0.6,46.800000000000004,3.1,106,11.6,2.0,13.4
2799,Anthony Johnson,2005-06,0,1,G,NA,NA,2.9,0.7,1.4,2.2,4.3,0.8,0.3,48.199999999999996,4.5,107,14.2,0.8,18.3
2800,Joe Johnson,2005-06,0,1,G,F,NA,6.1,1.6,3.2,4.1,6.5,1.3,0.4,48.699999999999996,6.0,109,17.9,0.7,24.6
2801,Eddie Jones,2005-06,0,1,G,F,NA,2.1,1.8,2.2,3.7,2.4,1.7,0.4,45.7,7.2,109,14.7,0.9,18.1
2802,Jumaine Jones,2005-06,0,1,F,NA,NA,2.4,1.5,1.2,4.9,0.8,0.9,0.3,45.6,3.0,103,12.1,0.8,18.3
2803,Chris Kaman,2005-06,0,1,C,NA,NA,4.7,0.0,2.5,9.6,1.0,0.6,1.4,52.400000000000006,6.1,104,15.0,3.2,17.9
2804,Viktor Khryapa,2005-06,0,1,F,NA,NA,2.1,0.1,1.1,4.4,1.3,0.7,0.4,47.4,1.3,102,11.5,1.5,15.1
2805,Jason Kidd,2005-06,0,1,G,NA,NA,2.8,1.7,2.4,7.3,8.4,1.9,0.4,44.5,10.1,110,19.2,0.8,19.1
2806,Andrei Kirilenko,2005-06,0,1,F,NA,NA,4.3,0.5,5.0,8.0,4.3,1.5,3.2,48.9,7.9,108,20.7,7.0,20.5
2807,Brevin Knight,2005-06,0,1,G,NA,NA,4.4,0.0,3.7,3.2,8.8,2.3,0.1,40.2,4.9,105,17.3,0.1,20.3
2808,Kyle Korver,2005-06,0,1,G,F,NA,1.7,2.2,1.2,3.3,2.0,0.8,0.3,44.3,4.6,111,12.3,0.8,16.2
2809,Nenad Krstić,2005-06,0,1,C,NA,NA,5.6,0.0,2.3,6.4,1.1,0.4,0.8,50.9,5.4,104,14.4,2.1,21.6
2810,Raef LaFrentz,2005-06,0,1,F,C,NA,1.5,1.4,0.6,5.0,1.4,0.4,0.9,47.4,4.3,110,12.0,2.7,14.7
2811,Rashard Lewis,2005-06,0,1,F,NA,NA,5.1,1.8,4.5,5.0,2.3,1.3,0.6,50.7,8.3,119,20.0,1.3,23.1
2812,Jamaal Magloire,2005-06,0,1,C,NA,NA,3.5,0.0,2.2,9.5,0.7,0.4,1.0,46.7,2.0,95,11.1,2.6,17.2
2813,Stephon Marbury,2005-06,0,1,G,NA,NA,5.3,0.6,4.1,2.9,6.4,1.1,0.1,47.199999999999996,3.9,109,16.4,0.1,22.2
2814,Shawn Marion,2005-06,1,1,F,NA,third,7.7,1.2,3.0,11.8,1.8,2.0,1.7,57.699999999999996,14.6,118,23.6,2.9,22.3
2815,Kenyon Martin,2005-06,0,1,F,NA,NA,5.2,0.1,2.2,6.3,1.4,0.8,0.9,50.5,3.8,107,16.7,2.5,21.6
2816,Kevin Martin,2005-06,0,1,G,NA,NA,2.7,0.9,2.6,3.6,1.3,0.8,0.1,53.400000000000006,5.5,116,14.8,0.3,17.4
2817,Desmond Mason,2005-06,0,1,F,NA,NA,3.9,0.0,2.9,4.3,0.9,0.6,0.2,40.1,-0.2,91,9.2,0.7,20.8
2818,Tracy McGrady,2005-06,1,1,G,F,NA,7.2,1.6,5.4,6.5,4.8,1.3,0.9,43.4,4.1,102,21.9,1.9,35.0
